student_id,gender,ethnicity,city,district,school_id,Program ID
19529,M,Mestizo,Belize City,BELIZE,20,AINT
19542,F,Mestizo,-,Cayo,30,AMAB
19549,M,Other,Belmopan City,Cayo,30,AMAP
19575,M,Other,BELMOPAN,Cayo,66,AMAT
19598,M,Mestizo,BELMOPAN,Cayo,30,AMEE
19625,M,Mestizo,BELMOPAN,Cayo,30,ANRM
19633,M,Creole,-,BELIZE,20,AENG
19650,M,Mestizo,-,Cayo,32,APRE
19676,F,Mestizo,BELMOPAN,Cayo,30,AECE
19702,M,Creole,Santa Elena Town,Cayo,27,ABUS
19716,M,Mestizo,SAN IGNACIO TOWN,Cayo,27,ATOS
19732,M,Mestizo,BELMOPAN,Cayo,30,AAGR
19752,M,East Indian,-,TOLEDO,45,AARC
19769,M,Mestizo,Santa Elena Town,Cayo,27,ABCB
19783,M,Mestizo,BENQUE VEJIO TOWN,Cayo,38,ABCE
19817,F,Creole,Belmopan City,Cayo,30,ABCM
19845,M,Mestizo,Belmopan City,Cayo,54,ABIO
19850,F,Mestizo,-,Cayo,38,ABMB
19893,M,Mestizo,-,Cayo,34,ABMP
19911,M,Creole,BELMOPAN,Cayo,54,ACHE
19918,M,Mestizo,Belmopan City,BELIZE,20,ACMB
19954,M,Creole,-,STANN CREEK,44,ACMP
19979,M,Mayan,-,Cayo,21,AINT
20012,M,Creole,ORANGE WALK TOWN,ORANGE WALK,33,AMAB
20031,M,Mestizo,-,Cayo,21,AMAP
20058,M,Mestizo,-,STANN CREEK,25,AMAT
20065,F,Mestizo,-,Cayo,77,AMEE
20101,M,Creole,Belize City,BELIZE,40,ANRM
20127,M,Garifuna,Belmopan City,BELIZE,30,AENG
20132,M,Creole,-,Cayo,32,APRE
20146,M,Mestizo,Belize City,BELIZE,22,AECE
20160,M,Creole,-,BELIZE,54,ABUS
20176,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,38,ATOS
20182,M,Mestizo,Belmopan City,Cayo,30,AAGR
20183,M,Mayan,-,STANN CREEK,36,AARC
20215,M,Other,-,STANN CREEK,36,ABCB
20250,M,Creole,Belize City,BELIZE,20,ABCE
20258,M,Creole,BELMOPAN,Cayo,21,ABCM
20295,M,Mestizo,-,Cayo,32,ABIO
20300,M,Mayan,-,STANN CREEK,36,ABMB
20310,M,Mestizo,BELMOPAN,Cayo,30,ABMP
20345,F,Creole,Belmopan City,Cayo,30,ACHE
20378,M,Mestizo,Santa Elena Town,Cayo,27,ACMB
20407,M,Ketchi,BELMOPAN,Cayo,45,ACMP
20424,M,Mestizo,-,Cayo,66,AINT
20437,M,Creole,-,Cayo,30,AMAB
20438,F,Creole,BELMOPAN,Cayo,66,AMAP
20482,M,Mestizo,-,Cayo,24,AMAT
20483,M,Creole,SAN IGNACIO TOWN,Cayo,27,AMEE
20520,M,Mestizo,BELMOPAN,Cayo,30,ANRM
20562,M,Mestizo,-,ORANGE WALK,28,AENG
20586,M,Creole,-,BELIZE,20,APRE
20592,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,38,AECE
20601,M,Mayan,-,STANN CREEK,36,ABUS
20626,M,Mestizo,SAN PEDRO,BELIZE,39,ATOS
20627,M,Mestizo,-,BELIZE,10,
20660,M,Mestizo,STANN CREEK,STANN CREEK,36,AAGR
20668,M,Garifuna,DANGRIGA TOWN,STANN CREEK,2,AARC
20675,M,Mestizo,BELMOPAN,Cayo,30,ABCB
20710,F,East Indian,DANGRIGA,STANN CREEK,25,ABCE
20725,M,Creole,PUNTA GORDA TOWN,TOLEDO,18,ABCM
20742,F,Other,DANGRIGA TOWN,STANN CREEK,25,ABIO
20782,F,Mestizo,BELMOPAN,Cayo,30,ABMB
20809,M,Mayan,-,STANN CREEK,59,ABMP
20821,M,Mestizo,Belmopan City,Cayo,65,ACHE
20831,F,Mestizo,-,Cayo,77,ACMB
20849,M,Mayan,Belmopan City,Cayo,30,ACMP
20858,F,Mayan,Belmopan City,Cayo,35,AINT
20888,M,Mestizo,-,Cayo,35,AMAB
20912,F,Mestizo,Belmopan City,Cayo,30,AMAP
20934,M,Creole,Belize City,BELIZE,20,AMAT
20936,M,Mestizo,BELMOPAN,Cayo,30,AMEE
20969,M,Mestizo,DANGRIGA TOWN,STANN CREEK,25,ANRM
21005,M,Creole,Belize City,BELIZE,10,AENG
21023,M,Mestizo,PUNTA GORDA TOWN,TOLEDO,45,APRE
21029,M,Mestizo,BELMOPAN,Cayo,30,AECE
21039,M,Creole,BELMOPAN,Cayo,30,ABUS
21049,F,Mestizo,BELMOPAN,Cayo,27,ATOS
21080,M,Mayan,BELMOPAN,Cayo,30,AAGR
21112,M,Mayan,PUNTA GORDA TOWN,TOLEDO,45,AARC
21144,M,Other,PUNTA GORDA TOWN,TOLEDO,45,ABCB
21171,M,Mayan,BELMOPAN,Cayo,30,ABCE
21185,F,Mestizo,SAN IGNACIO TOWN,Cayo,27,ABCM
21212,F,Creole,-,STANN CREEK,25,ABIO
21217,F,Mestizo,Belize City,BELIZE,63,ABMB
21226,M,Mestizo,-,Cayo,30,ABMP
21262,M,Mestizo,SAN IGNACIO TOWN,Cayo,30,ACHE
21274,F,East Indian,-,BELIZE,17,ACMB
21289,M,Creole,-,Cayo,21,ACMP
21291,M,Other,Belize City,BELIZE,20,AINT
21323,M,Creole,Belize City,BELIZE,20,AMAB
21358,F,Creole,Belize City,BELIZE,22,AMAP
21370,M,Creole,-,STANN CREEK,6,AMAT
21387,M,Creole,Belize City,BELIZE,20,AMEE
21420,F,Creole,Belize City,BELIZE,37,ANRM
21425,F,Creole,Belize City,BELIZE,22,AENG
21431,M,Creole,Belize City,BELIZE,10,APRE
21435,M,Creole,Belize City,BELIZE,20,AECE
21456,M,Garifuna,-,STANN CREEK,25,ABUS
21464,M,Creole,-,Cayo,30,ATOS
21500,M,Creole,-,STANN CREEK,36,AAGR
21509,M,Mestizo,BELMOPAN,Cayo,51,AARC
21539,M,Mestizo,BELMOPAN,Cayo,51,ABCB
21570,M,Mestizo,BELMOPAN,Cayo,30,ABCE
21597,M,Mestizo,BELMOPAN,Cayo,66,ABCM
21618,M,Mestizo,Belize City,BELIZE,87,ABIO
21629,M,Mestizo,-,Cayo,35,ABMB
21635,M,Garifuna,DANGRIGA TOWN,STANN CREEK,25,ABMP
21673,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,27,ACHE
21681,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,27,ACMB
21712,M,Creole,BELMOPAN,Cayo,30,ACMP
21741,M,Mestizo,-,STANN CREEK,25,AINT
21779,M,Creole,Belize City,BELIZE,20,AMAB
21780,F,Garifuna,Belize City,BELIZE,20,AMAP
21792,M,Mestizo,SPANISH LOOKOUT,Cayo,21,AMAT
21797,M,East Indian,PUNTA GORDA TOWN,TOLEDO,10,AMEE
21811,M,Garifuna,DANGRIGA TOWN,STANN CREEK,25,ANRM
21852,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,16,AENG
21888,F,Mestizo,-,ORANGE WALK,26,APRE
21918,M,Creole,-,BELIZE,20,AECE
21924,M,Mestizo,-,ORANGE WALK,28,ABUS
21935,M,Mestizo,Santa Elena Town,Cayo,21,ATOS
21947,M,Creole,DANGRIGA TOWN,STANN CREEK,25,AAGR
21954,F,Mestizo,BELMOPAN,Cayo,54,AARC
21960,M,Creole,-,Cayo,30,ABCB
21961,M,Mestizo,-,Cayo,21,ABCE
21973,M,Mestizo,-,STANN CREEK,36,ABCM
21998,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,32,ABIO
22025,F,Creole,ORANGE WALK TOWN,ORANGE WALK,47,ABMB
22039,M,Mestizo,BELMOPAN,Cayo,30,ABMP
22065,M,Unknown,-,Cayo,32,ACHE
22096,F,Mestizo,-,Cayo,21,ACMB
22106,M,Garifuna,BELMOPAN,Cayo,66,ACMP
22113,M,Creole,Santa Elena Town,Cayo,27,AINT
22143,M,Ketchi,-,TOLEDO,45,AMAB
22148,M,Creole,Santa Elena Town,Cayo,27,AMAP
22149,M,Mestizo,-,Cayo,13,AMAT
22157,F,Mestizo,-,Cayo,27,AMEE
22187,F,Creole,BELMOPAN,Cayo,27,ANRM
22205,F,Mestizo,PUNTA GORDA TOWN,TOLEDO,45,AENG
22214,F,Garifuna,PUNTA GORDA TOWN,TOLEDO,45,APRE
22221,M,Creole,-,STANN CREEK,25,AECE
22235,M,Mayan,Belmopan City,Cayo,30,ABUS
22240,F,Creole,Belize City,BELIZE,56,ATOS
22248,M,Mestizo,-,COROZAL,52,AAGR
22277,M,Creole,BELMOPAN,Cayo,49,AARC
22279,M,Mestizo,-,BELIZE,20,ABCB
22282,M,Mayan,-,TOLEDO,18,ABCE
22297,M,East Indian,PUNTA GORDA TOWN,TOLEDO,45,ABCM
22326,M,Mestizo,DANGRIGA TOWN,STANN CREEK,25,ABIO
22337,F,Other,PUNTA GORDA TOWN,TOLEDO,45,ABMB
22368,M,Mayan,PUNTA GORDA TOWN,TOLEDO,18,ABMP
22377,M,Ketchi,-,TOLEDO,18,ACHE
22411,F,Mayan,-,TOLEDO,62,ACMB
22417,M,Mestizo,BELMOPAN,Cayo,72,ACMP
22443,M,Mestizo,BELMOPAN,Cayo,66,AINT
22449,M,Creole,BELMOPAN,Cayo,54,AMAB
22479,M,Mestizo,BELMOPAN,Cayo,66,AMAP
22509,M,Mayan,-,Cayo,27,AMAT
22539,M,Other,Belmopan City,Cayo,54,AMEE
22550,M,Creole,BELMOPAN,Cayo,30,ANRM
22584,F,Other,BELMOPAN,Cayo,30,AENG
22608,M,Mestizo,BELMOPAN,Cayo,66,APRE
22618,F,Creole,-,BELIZE,22,AECE
22622,M,Unknown,Belize City,BELIZE,42,ABUS
22631,M,Mestizo,-,STANN CREEK,25,ATOS
22638,M,Other,BENQUE VIEJO DEL CARMEN,Cayo,38,AAGR
22677,M,Creole,Santa Elena Town,Cayo,21,AARC
22686,M,Other,BELMOPAN,Cayo,30,ABCB
22691,M,Other,BELMOPAN,Cayo,72,ABCE
22702,M,Mestizo,-,Cayo,27,ABCM
22704,F,Creole,-,Cayo,54,ABIO
22722,M,Other,DANGRIGA TOWN,STANN CREEK,25,ABMB
22752,M,Creole,SAN PEDRO TOWN,BELIZE,39,ABMP
22762,M,Unknown,BELMOPAN,Cayo,30,ACHE
22767,M,Creole,BELMOPAN,Cayo,49,ACMB
22777,M,Mestizo,-,Cayo,38,ACMP
22796,F,Creole,Santa Elena Town,Cayo,27,AINT
22820,M,Mestizo,Belize City,BELIZE,63,AMAB
22835,M,Mestizo,SAN IGNACIO TOWN,Cayo,36,AMAP
22850,M,Creole,Belize City,BELIZE,20,AMAT
22861,M,Mestizo,-,BELIZE,10,AMEE
22887,M,Other,-,STANN CREEK,25,ANRM
22910,M,Mestizo,-,ORANGE WALK,28,AENG
22921,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,11,APRE
22940,M,Garifuna,-,STANN CREEK,36,AECE
22968,M,Garifuna,-,STANN CREEK,36,ABUS
22996,M,Creole,ORANGE WALK TOWN,ORANGE WALK,16,ATOS
23003,F,Other,BELMOPAN,Cayo,49,AAGR
23005,M,Mestizo,-,STANN CREEK,25,AARC
23032,F,Creole,-,BELIZE,48,ABCB
23042,M,Garifuna,PUNTA GORDA TOWN,TOLEDO,45,ABCE
23044,M,Other,BELMOPAN,Cayo,66,ABCM
23051,F,Ketchi,PUNDA GORDA TOWN,TOLEDO,45,ABIO
23061,M,Creole,-,STANN CREEK,25,ABMB
23071,M,Mestizo,BELMOPAN,Cayo,30,ABMP
23089,F,Creole,-,STANN CREEK,25,ACHE
23097,M,Mayan,-,TOLEDO,45,ACMB
23109,M,Mestizo,-,Cayo,24,ACMP
23115,M,African,BELMOPAN,Cayo,30,AINT
23125,M,Other,Belmopan City,Cayo,,AMAB
23149,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,28,AMAP
23162,M,Mestizo,Santa Elena Town,Cayo,27,AMAT
23174,F,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,32,AMEE
23199,M,Mestizo,SAN IGNACIO TOWN,Cayo,27,ANRM
23211,M,Mestizo,-,Cayo,65,AENG
23217,F,Creole,BELIZE,BELIZE,17,APRE
23248,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,21,AECE
23268,F,Other,BELMOPAN,Cayo,54,ABUS
23300,M,Mestizo,BELMOPAN,Cayo,66,ATOS
23330,F,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,27,AAGR
23332,F,East Indian,SAN IGNACIO TOWN,Cayo,27,AARC
23344,M,Mestizo,BELMOPAN,Cayo,66,ABCB
23372,F,Creole,Santa Elena Town,Cayo,50,ABCE
23388,M,East Indian,-,Cayo,30,ABCM
23406,M,Mestizo,Belmopan City,Cayo,54,ABIO
23431,M,Mestizo,BELMOPAN,Cayo,54,ABMB
23437,M,Mestizo,BELMOPAN,Cayo,66,ABMP
23468,M,Creole,BELMOPAN,Cayo,30,ACHE
23476,M,Creole,Belmopan City,Cayo,66,ACMB
23490,F,Creole,Belize City,BELIZE,20,ACMP
23503,M,Other,BELMOPAN,Cayo,10,AINT
23527,F,Creole,BELMOPAN,Cayo,30,AMAB
23533,M,Other,-,Cayo,30,AMAP
23564,M,Mestizo,BELMOPAN,Cayo,30,AMAT
23565,M,Mestizo,Belmopan City,Cayo,30,AMEE
23600,M,Creole,-,BELIZE,20,ANRM
23609,M,Other,-,STANN CREEK,36,AENG
23610,F,Creole,Belize City,BELIZE,17,APRE
23617,F,Mestizo,Belize City,BELIZE,22,AECE
23638,M,Mestizo,Belize City,BELIZE,42,ABUS
23666,F,Creole,-,BELIZE,56,ATOS
23687,M,Garifuna,-,STANN CREEK,25,
23695,F,Creole,-,Cayo,24,AAGR
23725,M,Mestizo,COROZAL TOWN,COROZAL,13,AARC
23732,M,Other,-,TOLEDO,45,ABCB
23764,F,Other,-,TOLEDO,10,ABCE
23787,M,Mayan,PUNTA GORDA TOWN,TOLEDO,45,ABCM
23817,M,Other,PUNTA GORDA TOWN,TOLEDO,45,ABIO
23849,M,Creole,Belize City,BELIZE,42,ABMB
23855,M,Garifuna,-,BELIZE,10,ABMP
23856,M,Creole,PUNTA GORDA TOWN,TOLEDO,40,ACHE
23885,M,Other,Belize City,BELIZE,10,ACMB
23892,M,Mestizo,-,Cayo,27,ACMP
23919,M,Mestizo,-,Cayo,66,AINT
23921,F,Creole,-,BELIZE,10,AMAB
23933,M,Garifuna,Belize City,BELIZE,6,AMAP
23963,M,Creole,Teakettle village,Cayo,30,AMAT
23972,M,Mestizo,Belize City,BELIZE,10,AMEE
24001,M,Mestizo,SAN IGNACIO,Cayo,28,ANRM
24028,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,32,AENG
24060,M,Creole,Belize City,BELIZE,23,APRE
24061,M,Mestizo,-,ORANGE WALK,71,AECE
24072,M,Mestizo,Belmopan City,Cayo,30,ABUS
24086,F,Other,BELMOPAN,Cayo,30,ATOS
24093,M,Other,DANGRIGA TOWN,STANN CREEK,25,AAGR
24121,M,Mestizo,SANTA ELENA,Cayo,21,AARC
24146,F,Mestizo,Belize City,BELIZE,17,ABCB
24167,M,Mestizo,BELMOPAN,Cayo,30,ABCE
24173,M,Mayan,-,Cayo,30,ABCM
24179,F,Mayan,-,TOLEDO,62,ABIO
24187,M,Other,SAN IGNACIO TOWN,BELIZE,27,ABMB
24191,M,Mestizo,DANGRIGA TOWN,STANN CREEK,2,ABMP
24194,M,Mestizo,Belize City,BELIZE,20,ACHE
24222,F,Creole,Belize City,Belize District,17,ACMB
24226,M,Mestizo,BELMOPAN,Cayo,30,ACMP
24245,M,Other,BELMOPAN,Cayo,35,AINT
24265,M,Creole,Belize City,BELIZE,33,AMAB
24287,F,Ketchi,CITY OF BELMOPAN,Cayo,30,AMAP
24294,M,Creole,ORANGE WALK TOWN,ORANGE WALK,33,AMAT
24315,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,33,AMEE
24330,F,Creole,-,Cayo,50,ANRM
24358,M,Mestizo,-,BELIZE,20,AENG
24365,M,Mestizo,-,BELIZE,17,APRE
24369,M,Ketchi,BELMOPAN,Cayo,18,AECE
24396,M,Creole,Belize City,BELIZE,40,ABUS
24407,F,Mestizo,BELMOPAN,Cayo,66,ATOS
24412,M,Mestizo,PUNTA GORDA TOWN,TOLEDO,81,AAGR
24420,M,Creole,-,BELIZE,56,AARC
24432,M,Creole,BELMOPAN,Cayo,66,ABCB
24443,F,Mestizo,-,Cayo,38,ABCE
24456,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,16,ABCM
24485,F,Garifuna,Belize City,BELIZE,10,ABIO
24509,F,Garifuna,LADYVILLE,BELIZE,20,ABMB
24528,F,Mestizo,-,Cayo,35,ABMP
24556,F,Mestizo,BELMOPAN,Cayo,54,ACHE
24558,M,Oriental,-,STANN CREEK,58,ACMB
24571,F,Mayan,-,ORANGE WALK,81,ACMP
24582,M,Creole,BELMOPAN,Cayo,30,AINT
24610,M,Creole,ORANGE WALK TOWN,ORANGE WALK,7,AMAB
24637,F,Mestizo,-,Cayo,30,AMAP
24659,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,38,AMAT
24672,M,Creole,BELMOPAN,Cayo,66,AMEE
24688,M,Mestizo,-,Cayo,30,ANRM
24696,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,27,AENG
24723,M,Mestizo,Santa Elena Town,Cayo,5,APRE
24736,F,Mestizo,-,Cayo,30,AECE
24755,M,Mestizo,Belize City,BELIZE,19,ABUS
24761,M,Mayan,BENQUE VIEJO DEL CARMEN,Cayo,38,ATOS
24788,M,Mestizo,-,Cayo,27,AAGR
24814,M,Oriental,ORANGE WALK ROAD,ORANGE WALK,20,AARC
24827,M,Mestizo,-,Cayo,30,ABCB
24832,M,Garifuna,DANGRIGA,STANN CREEK,2,ABCE
24835,M,Creole,-,TOLEDO,45,ABCM
24858,M,Mayan,-,TOLEDO,18,ABIO
24883,F,Creole,Belize City,BELIZE,22,ABMB
24889,M,Creole,-,COROZAL,7,ABMP
24913,F,Other,Santa Elena Town,Cayo,21,ACHE
24936,M,Other,-,Cayo,38,ACMB
24939,M,Creole,BELMOPAN,Cayo,13,ACMP
24950,M,East Indian,BELMOPAN,Cayo,66,AINT
24955,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,33,AMAB
24963,M,Mestizo,CITY OF BELMOPAN,Cayo,30,AMAP
24972,M,Mestizo,-,BELIZE,53,AMAT
24983,M,Ketchi,-,TOLEDO,45,AMEE
24989,F,Mayan,PUNTA GORDA TOWN,TOLEDO,45,ANRM
25005,F,Creole,-,BELIZE,20,AENG
25012,F,Mestizo,-,BELIZE,63,APRE
25026,M,Creole,BELMOPAN,Cayo,28,AECE
25043,M,Creole,Belize City,Belize District,10,ABUS
25054,M,Mayan,BELMOPAN,Cayo,,ATOS
25064,F,Other,-,ORANGE WALK,83,AAGR
25081,M,Creole,Belize City,BELIZE,63,AARC
25083,M,Mayan,-,Cayo,21,ABCB
25095,M,Mestizo,BELMOPAN,Cayo,66,ABCE
25109,M,Mestizo,-,COROZAL,72,ABCM
25120,M,Mestizo,Belmopan City,Cayo,72,ABIO
25134,M,Mestizo,-,TOLEDO,25,ABMB
25148,F,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,32,ABMP
25163,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,38,ACHE
25177,M,Creole,-,BELIZE,53,ACMB
25191,M,Mestizo,-,BELIZE,53,ACMP
25199,M,Creole,Belize City,BELIZE,37,AINT
25202,F,Creole,Belmopan City,Cayo,30,AMAB
25215,M,Mestizo,BELMOPAN,Cayo,54,AMAP
25229,M,Creole,-,STANN CREEK,25,AMAT
25231,M,Mayan,-,TOLEDO,81,AMEE
25244,M,Mestizo,-,BELIZE,20,ANRM
25251,M,African,KANO CITY,Kano state,,AENG
25253,M,Creole,-,STANN CREEK,36,APRE
25264,M,Creole,Belmopan City,BELIZE,20,AECE
25275,M,Creole,DANGRIGA TOWN,STANN CREEK,25,ABUS
25281,M,Mestizo,SAN IGNACIO,Cayo,11,ATOS
25285,M,Mestizo,Belmopan City,Cayo,38,AAGR
25290,M,Mestizo,-,Cayo,54,AARC
25297,F,Garifuna,-,Cayo,30,ABCB
25311,M,Creole,Belize City,BELIZE,42,ABCE
25321,M,Creole,-,STANN CREEK,36,ABCM
25336,M,East Indian,-,TOLEDO,36,ABIO
25348,M,Mestizo,Belmopan City,Cayo,30,ABMB
25354,M,Mestizo,-,STANN CREEK,2,ABMP
25365,M,Mestizo,PUNTA GORDA TOWN,TOLEDO,45,ACHE
25378,M,Creole,BELMOPAN,Cayo,30,ACMB
25382,M,Creole,-,BELIZE,63,ACMP
25390,M,Mestizo,Santa Elena Town,Cayo,21,AINT
25398,F,Mayan,Belmopan City,Cayo,28,AMAB
25409,F,Mestizo,SAN IGNACIO TOWN,Cayo,27,AMAP
25421,F,Creole,-,BELIZE,22,AMAT
25428,M,Other,SAN IGNACIO,Cayo,27,AMEE
25442,M,Mayan,-,STANN CREEK,25,ANRM
25444,M,Mestizo,BELMOPAN,Cayo,30,AENG
25452,F,Mestizo,Belize City,BELIZE,22,APRE
25457,F,Creole,BELMOPAN,Cayo,30,AECE
25464,M,Mayan,PUNTA GORDA TOWN,TOLEDO,62,ABUS
25470,F,East Indian,PUNTA GORDA TOWN,TOLEDO,45,ATOS
25481,F,Mayan,-,TOLEDO,18,AAGR
25687,F,Unknown,Belize City,BELIZE,13,AARC
25743,F,Garifuna,PUNTA GORDA,TOLEDO,13,ABCB
